loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
10421,3,Not Graduate,Yes,8370000,6480000,10,786,12830000,7020000,24600000.0,16260000,Approved
10422,0,Not Graduate,No,3580000,4600000,14,647,5500000,19120000,22140000.0,1040000,Approved
10423,5,Graduate,Yes,7960000,5910000,16,472,18930000,10230000,29090000.0,13140000,Rejected
10424,1,Graduate,No,7630000,5390000,14,658,15020000,21820000,20550000.0,15340000,Approved
10425,4,Not Graduate,Yes,870000,410000,4,377,15430000,22670000,27240000.0,18740000,Approved
10426,0,Graduate,No,5410000,6040000,4,512,8720000,9510000,13060000.0,6930000,Approved
10427,4,Graduate,Yes,7540000,560000,8,467,13100000,21230000,19740000.0,1190000,Rejected
10428,4,Graduate,No,6620000,1070000,8,478,7950000,16830000,15970000.0,14790000,Rejected
10429,4,Not Graduate,No,7170000,6110000,6,588,9110000,22230000,7440000.0,7430000,Approved
10430,5,Not Graduate,Yes,6290000,720000,2,837,15300000,4720000,14820000.0,9530000,Approved
10431,3,Not Graduate,No,3240000,4490000,16,495,15260000,1070000,11150000.0,11210000,Rejected
10432,0,Graduate,No,1260000,3400000,10,472,4230000,17870000,18670000.0,5320000,Rejected
10433,2,Not Graduate,No,1800000,5120000,16,528,3520000,18090000,10680000.0,2000000,Approved
10434,5,Not Graduate,Yes,7930000,2420000,10,756,1870000,17040000,21830000.0,7410000,Approved
10435,5,Not Graduate,Yes,7010000,4270000,2,323,10010000,8150000,11300000.0,13850000,Rejected
10436,5,Graduate,No,7060000,6880000,6,364,11050000,23940000,10340000.0,11840000,Rejected
10437,5,Graduate,No,3800000,720000,16,392,12390000,3260000,26740000.0,1100000,Rejected
10438,4,Graduate,No,170000,3140000,14,720,9580000,14650000,6280000.0,10890000,Approved
10439,2,Graduate,No,2960000,4830000,6,833,17720000,15170000,11710000.0,14810000,Approved
10440,1,Graduate,No,560000,3890000,6,586,13760000,19200000,16680000.0,10280000,Approved
10441,2,Graduate,No,4760000,3410000,2,895,2280000,2430000,8580000.0,14100000,Approved
10442,1,Graduate,Yes,8510000,3210000,16,435,5850000,4940000,22960000.0,18020000,Rejected
10443,1,Not Graduate,No,1480000,4890000,6,509,10050000,17280000,19190000.0,9370000,Rejected
10444,2,Graduate,Yes,8510000,3150000,6,708,10130000,8140000,8340000.0,18000000,Approved
10445,4,Graduate,Yes,1740000,2320000,6,553,5620000,14810000,28030000.0,14020000,Rejected
10446,4,Graduate,No,6360000,4280000,14,782,7410000,9550000,24880000.0,7150000,Approved
10447,0,Graduate,Yes,7780000,680000,12,348,17250000,690000,6480000.0,2020000,Rejected
10448,5,Graduate,Yes,1020000,2310000,18,608,5580000,15690000,14910000.0,17930000,Approved
10449,4,Graduate,No,7820000,6270000,14,886,4630000,3690000,9170000.0,17960000,Approved
10450,1,Not Graduate,No,4930000,2350000,12,641,16320000,10250000,890000.0,12440000,Approved
10451,1,Not Graduate,No,2140000,2080000,4,735,18300000,13570000,19660000.0,17790000,Approved
10452,2,Graduate,No,3050000,1290000,14,680,6590000,6020000,27840000.0,6430000,Approved
10453,3,Graduate,No,5570000,6680000,20,882,850000,8190000,7040000.0,1950000,Approved
10454,1,Graduate,No,7700000,5330000,20,424,11140000,4040000,2160000.0,15210000,Rejected
10455,3,Graduate,No,4760000,5530000,2,425,10630000,7280000,16010000.0,14630000,Rejected
10456,0,Graduate,No,7650000,5630000,14,525,10850000,12620000,8750000.0,7470000,Rejected
10457,5,Not Graduate,Yes,1980000,2190000,10,714,11040000,1140000,16550000.0,9550000,Approved
10458,4,Graduate,Yes,3570000,5530000,4,316,6740000,16260000,1600000.0,8480000,Rejected
10459,0,Not Graduate,Yes,2970000,260000,16,334,19460000,8650000,24170000.0,11990000,Rejected
10460,0,Not Graduate,Yes,2930000,3680000,8,849,15460000,10650000,7780000.0,2590000,Approved
10461,0,Graduate,No,3470000,420000,18,339,6870000,23470000,23710000.0,2400000,Rejected
10462,0,Not Graduate,No,8390000,6580000,18,396,14710000,19690000,29705600.000000015,19680000,Rejected
10463,5,Not Graduate,Yes,6730000,1330000,6,824,12180000,23050000,4970000.0,3700000,Approved
10464,0,Not Graduate,Yes,210000,1340000,20,304,13650000,1210000,26380000.0,13990000,Approved
10465,1,Not Graduate,No,2930000,3250000,14,605,18350000,11940000,17800000.0,950000,Approved
10466,0,Graduate,Yes,5610000,4580000,10,574,17880000,24360000,29410000.0,19470000,Approved
10467,1,Graduate,No,2700000,990000,18,749,10550000,7140000,10470000.0,15100000,Rejected
10468,4,Graduate,No,610000,5060000,10,585,9680000,9830000,10850000.0,10360000,Approved
10469,5,Not Graduate,Yes,2320000,4910000,4,649,11550000,1820000,20180000.0,13370000,Approved
10470,4,Graduate,Yes,980000,1200000,14,336,4070000,15090000,1900000.0,2920000,Rejected
10471,0,Not Graduate,No,170000,6320000,6,472,10200000,5560000,11730000.0,1160000,Rejected
10472,3,Not Graduate,No,8700000,3220000,20,827,300000,10160000,18960000.0,4510000,Approved
10473,1,Not Graduate,Yes,550000,4100000,8,806,12900000,23570000,5080000.0,17050000,Approved
10474,4,Graduate,Yes,7550000,6200000,18,629,14430000,22400000,4060000.0,13330000,Approved
10475,2,Not Graduate,No,5340000,2670000,14,814,1550000,23980000,10070000.0,2050000,Approved
10476,1,Not Graduate,No,710000,3300000,16,371,13850000,3900000,4360000.0,19000000,Rejected
10477,1,Graduate,Yes,3570000,2530000,14,786,14400000,17990000,26660000.0,500000,Approved
10478,3,Graduate,Yes,8040000,5320000,16,751,16990000,14690000,1770000.0,13030000,Approved
10479,3,Not Graduate,No,5100000,3920000,20,723,3910000,1610000,15890000.0,2920000,Approved
10480,3,Graduate,Yes,1910000,4990000,14,803,19640000,1880000,28200000.0,16980000,Approved
10481,5,Not Graduate,Yes,400000,3170000,8,876,19830000,17250000,9370000.0,10890000,Rejected
10482,3,Not Graduate,Yes,6440000,5700000,18,697,4020000,12350000,29690000.0,18430000,Approved
10483,3,Graduate,Yes,7430000,6920000,12,753,2350000,16760000,28950000.0,8970000,Approved
10484,0,Not Graduate,Yes,4920000,6310000,10,706,13340000,12870000,16900000.0,12400000,Approved
10485,1,Not Graduate,No,5440000,5060000,6,477,1440000,20990000,9370000.0,3290000,Rejected
10486,0,Not Graduate,Yes,6270000,4100000,16,757,19240000,14500000,21420000.0,19790000,Approved
10487,4,Graduate,No,970000,6920000,10,653,9880000,24250000,23150000.0,1250000,Approved
10488,0,Graduate,No,5540000,2980000,4,595,7070000,20370000,17620000.0,17610000,Approved
10489,3,Graduate,No,7800000,2030000,8,392,19200000,3100000,13480000.0,17480000,Rejected
10490,5,Graduate,No,2870000,5980000,12,868,7530000,21930000,17210000.0,13090000,Approved
10491,4,Graduate,No,6380000,6580000,14,880,11020000,15030000,25580000.0,8830000,Approved
10492,1,Not Graduate,Yes,6970000,730000,4,598,19380000,14860000,14370000.0,2060000,Approved
10493,3,Not Graduate,Yes,4820000,1720000,6,389,8980000,18630000,10330000.0,5260000,Rejected
10494,2,Not Graduate,No,4840000,5150000,12,636,1670000,14010000,6300000.0,10490000,Approved
10495,3,Not Graduate,Yes,1820000,4830000,18,775,7760000,23560000,17590000.0,17780000,Approved
10496,2,Graduate,Yes,3860000,570000,4,589,8420000,18110000,17610000.0,10930000,Approved
10497,4,Graduate,Yes,330000,650000,8,607,8480000,18540000,9320000.0,9260000,Approved
10498,3,Not Graduate,Yes,8910000,710000,12,304,14890000,3180000,4450000.0,8760000,Rejected
10499,0,Graduate,Yes,7230000,3000000,10,602,6730000,22420000,1360000.0,16690000,Approved
10500,1,Graduate,No,850000,890000,4,661,12290000,16650000,26930000.0,9660000,Approved
10501,5,Graduate,Yes,5050000,4590000,12,432,1310000,16930000,7030000.0,11070000,Rejected
10502,5,Graduate,Yes,1610000,3920000,14,399,15210000,1460000,20330000.0,16350000,Approved
10503,2,Not Graduate,No,4670000,6000000,12,675,13140000,21730000,17360000.0,10520000,Approved
10504,2,Graduate,No,4010000,1410000,12,309,16670000,22690000,28010000.0,13050000,Rejected
10505,1,Graduate,No,3990000,670000,12,732,2760000,19510000,24150000.0,8480000,Approved
10506,1,Graduate,No,2480000,700000,10,770,1420000,21240000,3480000.0,10890000,Approved
10507,1,Graduate,No,1430000,3920000,8,523,18530000,5650000,6940000.0,13150000,Rejected
10508,1,Graduate,No,2100000,4590000,20,677,8080000,12200000,13140000.0,7890000,Approved
10509,0,Graduate,Yes,8150000,6300000,2,823,10510000,1120000,16200000.0,14080000,Approved
10510,1,Graduate,No,5450000,6650000,16,807,16250000,13650000,6030000.0,460000,Approved
10511,1,Not Graduate,Yes,2170000,5350000,12,548,10410000,13350000,17440000.0,15560000,Rejected
10512,5,Not Graduate,No,6180000,6540000,10,716,17520000,19650000,750000.0,2810000,Approved
10513,1,Not Graduate,Yes,7100000,890000,12,594,16570000,20500000,10410000.0,16710000,Approved
10514,3,Graduate,Yes,1100000,980000,6,663,6780000,3420000,12990000.0,2890000,Approved
10515,2,Graduate,Yes,1020000,4100000,10,378,8140000,22430000,5880000.0,17110000,Rejected
10516,2,Not Graduate,Yes,4580000,2230000,14,819,8870000,18130000,23300000.0,17900000,Approved
10517,5,Not Graduate,Yes,6630000,5070000,8,318,3760000,17860000,27720000.0,12530000,Rejected
10518,1,Not Graduate,Yes,1660000,4700000,10,459,5240000,13160000,12890000.0,6140000,Rejected
10519,4,Graduate,Yes,4000000,6860000,10,413,2460000,17370000,2490000.0,14210000,Rejected
10520,1,Graduate,No,1800000,4830000,12,794,17750000,20470000,18310000.0,11090000,Approved
10521,5,Not Graduate,No,8430000,6220000,8,622,9780000,3480000,15910000.0,950000,Approved
10522,2,Not Graduate,Yes,220000,4170000,14,855,6610000,5720000,6010000.0,12990000,Approved
10523,2,Graduate,Yes,260000,5120000,14,316,12650000,15130000,22190000.0,1550000,Rejected
10524,1,Not Graduate,Yes,8170000,4420000,16,448,18750000,22520000,17480000.0,10760000,Rejected
10525,3,Not Graduate,Yes,5990000,6090000,14,446,2980000,2030000,26920000.0,16430000,Rejected
10526,2,Not Graduate,Yes,8910000,2030000,6,659,15230000,12590000,2750000.0,13720000,Approved
10527,0,Not Graduate,No,4290000,4970000,6,438,13750000,9290000,18990000.0,17540000,Rejected
10528,4,Graduate,Yes,6290000,1420000,10,374,18840000,5720000,23880000.0,16610000,Approved
10529,2,Graduate,No,5780000,4930000,12,708,12780000,12100000,3470000.0,18400000,Approved
10530,0,Graduate,No,7650000,3390000,8,895,460000,8820000,23380000.0,11630000,Approved
10531,4,Graduate,No,6800000,4090000,14,336,9080000,21940000,3930000.0,4680000,Rejected
10532,1,Graduate,Yes,7910000,1690000,20,833,640000,630000,21020000.0,7230000,Approved
10533,0,Not Graduate,Yes,4880000,6190000,4,525,8550000,13510000,11550000.0,3220000,Approved
10534,4,Graduate,No,8850000,6290000,6,384,8670000,5080000,16940000.0,8360000,Rejected
10535,3,Not Graduate,Yes,2830000,6540000,10,349,1190000,3710000,2380000.0,7660000,Rejected
10536,3,Not Graduate,Yes,3960000,4950000,6,322,1620000,19120000,11790000.0,11860000,Rejected
10537,4,Graduate,No,5280000,400000,12,674,1480000,8780000,19820000.0,9720000,Approved
10538,3,Graduate,Yes,5450000,1980000,10,321,13790000,23220000,27620000.0,11500000,Rejected
10539,1,Graduate,Yes,7140000,680000,20,838,18750000,12920000,12190000.0,1490000,Approved
10540,1,Graduate,No,7180000,1570000,5,474,3420000,24270000,17690000.0,10530000,Approved
10541,5,Not Graduate,Yes,6270000,3100000,4,537,17020000,19200000,13260000.0,6530000,Approved
10542,3,Graduate,Yes,980000,2570000,20,310,11130000,14150000,6780000.0,17160000,Rejected
10543,0,Not Graduate,No,1820000,730000,20,523,4360000,17560000,10100000.0,13980000,Rejected
10544,1,Not Graduate,Yes,5020000,2480000,4,666,2570000,24750000,19350000.0,12310000,Approved
10545,2,Graduate,Yes,5320000,2850000,8,888,17640000,16650000,11250000.0,14510000,Approved
10546,1,Not Graduate,No,8300000,5880000,10,890,14980000,18940000,20680000.0,5010000,Approved
10547,5,Graduate,Yes,200000,2170000,8,688,8640000,340000,1110000.0,12390000,Approved
10548,3,Graduate,Yes,590000,3660000,14,444,1080000,11790000,22180000.0,12340000,Approved
10549,2,Graduate,No,1600000,5810000,16,809,16560000,23770000,13510000.0,13270000,Approved
10550,4,Not Graduate,No,4380000,580000,16,549,3820000,24090000,25370000.0,15190000,Rejected
10551,0,Not Graduate,No,8500000,460000,14,436,14760000,12550000,23090000.0,17110000,Rejected
10552,2,Graduate,No,800000,2540000,2,721,17070000,8800000,7020000.0,11460000,Approved
10553,3,Not Graduate,No,1010000,3730000,16,304,11990000,8650000,1700000.0,6310000,Rejected
10554,1,Graduate,No,6590000,5500000,2,744,18510000,18810000,12480000.0,9940000,Approved
10555,2,Graduate,Yes,2900000,6080000,10,605,11890000,9980000,5420000.0,4520000,Approved
10556,1,Graduate,Yes,7040000,1300000,6,801,6960000,3800000,710000.0,6130000,Approved
10557,5,Graduate,Yes,3080000,5480000,4,383,7720000,4400000,17390000.0,18630000,Approved
10558,1,Graduate,No,2000000,4790000,10,629,17100000,7180000,19160000.0,4490000,Approved
10559,3,Graduate,No,7470000,1390000,10,848,1410000,8690000,24750000.0,5170000,Approved
10560,2,Graduate,No,2760000,3220000,4,879,17170000,21670000,12460000.0,19320000,Approved
10561,2,Graduate,No,4940000,5190000,4,399,15510000,6350000,8230000.0,3710000,Rejected
10562,3,Not Graduate,No,4220000,2220000,10,492,10330000,7110000,27490000.0,8880000,Rejected
10563,1,Graduate,Yes,750000,6740000,14,626,15340000,1720000,23270000.0,19160000,Approved
10564,3,Not Graduate,No,4760000,1240000,16,422,18620000,17230000,6960000.0,5940000,Rejected
10565,1,Not Graduate,Yes,820000,1250000,16,696,16750000,18320000,15150000.0,6380000,Approved
10566,2,Graduate,No,640000,830000,14,464,17280000,19130000,5790000.0,10560000,Rejected
10567,1,Not Graduate,No,6490000,1110000,6,874,690000,20320000,10900000.0,16420000,Approved
10568,4,Graduate,Yes,2410000,5700000,2,495,9540000,19200000,11870000.0,8220000,Rejected
10569,4,Graduate,No,1130000,5380000,6,802,1580000,5070000,17970000.0,16600000,Approved
10570,1,Not Graduate,Yes,8290000,3280000,14,535,10500000,9790000,6520000.0,8980000,Rejected
10571,3,Graduate,Yes,4000000,3350000,14,465,3500000,18740000,5410000.0,470000,Rejected
10572,5,Graduate,Yes,1580000,4050000,2,735,5900000,1500000,12090000.0,8460000,Approved
10573,2,Graduate,Yes,4780000,5960000,6,618,13870000,340000,10020000.0,7820000,Approved
10574,0,Not Graduate,No,1170000,2420000,14,647,12810000,16300000,3050000.0,17660000,Approved
10575,1,Not Graduate,No,3750000,6020000,6,399,2860000,3630000,18100000.0,8480000,Rejected
10576,0,Not Graduate,Yes,5230000,1260000,8,674,12150000,10750000,2070000.0,10430000,Approved
10577,3,Not Graduate,Yes,570000,1460000,16,450,18600000,20760000,4210000.0,2090000,Rejected
10578,0,Graduate,Yes,1110000,1660000,12,760,300000,22090000,2970000.0,14170000,Approved
10579,2,Graduate,No,7010000,1530000,4,382,14530000,21270000,11760000.0,14550000,Approved
10580,0,Not Graduate,No,2420000,4630000,8,319,14740000,22190000,1850000.0,16470000,Rejected
10581,2,Graduate,No,7360000,4060000,12,337,14840000,4840000,21920000.0,10170000,Rejected
10582,4,Graduate,Yes,170000,6190000,10,455,8100000,4470000,24810000.0,1410000,Rejected
10583,0,Not Graduate,Yes,8410000,6800000,4,826,7920000,14500000,7280000.0,3870000,Approved
10584,3,Not Graduate,Yes,1470000,3090000,18,472,8800000,14580000,28890000.0,5620000,Rejected
10585,5,Not Graduate,No,4120000,2350000,6,531,330000,590000,4020000.0,13070000,Rejected
10586,5,Not Graduate,Yes,6090000,2460000,12,676,15010000,14480000,1570000.0,250000,Approved
10587,1,Not Graduate,Yes,4230000,6650000,20,469,6930000,24550000,26250000.0,17570000,Rejected
10588,0,Not Graduate,Yes,6200000,4920000,12,845,18480000,23600000,9230000.0,5880000,Approved
10589,2,Not Graduate,Yes,4760000,6080000,6,667,11480000,20780000,28980000.0,17040000,Approved
10590,1,Graduate,Yes,6230000,2130000,12,428,6990000,6110000,9640000.0,15280000,Rejected
10591,0,Graduate,Yes,1540000,4230000,6,888,3900000,4460000,20850000.0,8410000,Approved
10592,4,Not Graduate,Yes,2180000,3050000,20,407,14150000,400000,10720000.0,9900000,Rejected
10593,1,Not Graduate,Yes,1150000,1250000,18,780,8590000,11790000,14720000.0,1400000,Approved
10594,2,Graduate,No,4140000,4250000,10,338,1030000,8700000,2630000.0,13970000,Rejected
10595,3,Not Graduate,No,3550000,5540000,12,605,7950000,17200000,9360000.0,7620000,Approved
10596,4,Not Graduate,No,1030000,5900000,2,746,16900000,2800000,29130000.0,16570000,Approved
10597,0,Graduate,No,2910000,3820000,20,724,16430000,2900000,16040000.0,13740000,Approved
10598,4,Not Graduate,No,8690000,790000,18,796,580000,23020000,2690000.0,2740000,Approved
10599,1,Not Graduate,Yes,3560000,4270000,8,830,7520000,12240000,380000.0,2240000,Approved
10600,0,Not Graduate,No,5960000,2440000,4,759,5060000,4820000,14020000.0,19770000,Approved
10601,3,Not Graduate,Yes,6430000,310000,10,633,12710000,340000,28280000.0,14120000,Approved
10602,0,Graduate,No,4840000,6530000,2,799,18760000,24590000,8430000.0,12970000,Approved
10603,0,Not Graduate,No,3880000,6920000,12,829,13190000,21580000,21530000.0,7080000,Approved
10604,5,Not Graduate,No,7690000,840000,18,317,11820000,8970000,11250000.0,5320000,Rejected
10605,1,Not Graduate,No,660000,4810000,18,518,7000000,11040000,2330000.0,250000,Rejected
10606,4,Graduate,Yes,5860000,4050000,18,319,12510000,900000,18860000.0,18250000,Rejected
10607,1,Graduate,Yes,3100000,2740000,12,716,14200000,12200000,18910000.0,13790000,Approved
10608,5,Graduate,Yes,5740000,6210000,2,691,1880000,24310000,420000.0,19540000,Approved
10609,5,Not Graduate,No,4740000,3940000,2,748,400000,2220000,12910000.0,14570000,Approved
10610,5,Graduate,No,7010000,610000,18,702,17550000,4980000,14630000.0,7860000,Approved
10611,0,Not Graduate,No,2060000,6900000,20,521,3730000,20730000,10820000.0,18980000,Rejected
10612,0,Not Graduate,Yes,4730000,1380000,8,342,910000,19080000,12390000.0,550000,Rejected
10613,0,Not Graduate,No,5150000,5710000,4,662,14740000,2880000,17610000.0,15380000,Approved
10614,2,Graduate,Yes,3410000,3230000,4,764,18580000,2400000,5650000.0,4260000,Approved
10615,0,Graduate,No,1320000,1340000,4,431,11520000,14820000,10900000.0,9710000,Approved
10616,5,Not Graduate,No,6560000,620000,4,428,3220000,12730000,14890000.0,17450000,Rejected
10617,0,Not Graduate,Yes,7060000,6870000,4,397,4050000,16440000,22950000.0,16830000,Approved
10618,1,Graduate,Yes,8600000,4870000,10,413,13480000,6840000,13070000.0,6050000,Rejected
10619,1,Not Graduate,Yes,1210000,3810000,10,529,19830000,8690000,12020000.0,12100000,Rejected
10620,4,Graduate,No,6660000,3210000,2,367,18250000,9710000,1170000.0,630000,Rejected
10621,0,Graduate,Yes,3120000,3270000,10,665,19140000,5210000,15850000.0,13120000,Approved
10622,1,Not Graduate,No,3680000,6280000,16,481,14820000,12350000,21530000.0,18600000,Rejected
10623,5,Graduate,No,1840000,1750000,4,894,12390000,21580000,13570000.0,960000,Approved
10624,0,Graduate,No,8790000,4330000,2,304,16610000,5340000,17960000.0,5920000,Approved
10625,1,Graduate,Yes,5690000,260000,8,446,8290000,22010000,8300000.0,5060000,Rejected
10626,5,Not Graduate,No,1280000,1160000,12,834,8270000,2930000,10580000.0,7240000,Approved
10627,4,Graduate,No,6280000,3020000,14,468,4220000,21070000,27560000.0,12420000,Rejected
10628,1,Not Graduate,Yes,7880000,5050000,10,426,2850000,8720000,13520000.0,13790000,Rejected
10629,5,Graduate,Yes,8910000,2330000,4,781,300000,21800000,9040000.0,15950000,Approved
10630,0,Graduate,Yes,2540000,2110000,20,751,1760000,6940000,14520000.0,6380000,Approved
10631,2,Graduate,No,3620000,5540000,8,428,4310000,3210000,21130000.0,12620000,Rejected
